Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle
t68,0.0,0.0,0.0
t69,0.0,0.0,0.0
t70,0.0,0.0,0.0
t71,0.0,0.0,0.0
t72,0.0,0.0,0.0
t73,0.0,0.0,0.0
t74,0.0,0.0,0.0
t75,0.0,0.0,0.0
t76,0.0,0.0,0.0
t77,0.0,0.0,0.0
t78,0.0,0.0,0.0
t79,0.0,0.0,0.0
t80,0.0,0.0,0.0
t81,0.0,0.0,0.0
t82,0.0,0.0,0.0
t83,4.56071846954842e-13,0.0,0.0
t84,2.8953839326106843e-13,0.0,0.0
t85,2.8953839326106843e-13,0.0,0.0
t86,2.8953839326106843e-13,0.0,0.0
t87,2.8953839326106843e-13,0.0,0.0
t88,8.21622214708384e-13,0.0,0.0
t89,431.9378037196633,0.0,0.0
t90,2079.2857632387086,0.0,0.0
t91,2158.8596870682572,0.0,0.0
t92,1010.3463335479439,0.0,0.0
t93,1010.3463335479435,0.0,0.0
t94,1010.3463335479435,0.0,0.0
t95,736.1295001416732,0.0,0.0
t96,0.0,0.0,0.0
t97,0.0,0.0,0.0
t98,0.0,0.0,0.0
t99,0.0,0.0,0.0
t100,0.0,0.0,0.0
t101,0.0,0.0,0.0
t102,0.0,0.0,0.0
t103,834.864626977527,0.0,0.0
t104,1824.7146499943055,0.0,0.0
t105,763.9940721909932,0.0,0.0
t106,763.9940721909932,0.0,0.0
t107,763.9940721909932,0.0,0.0
t108,763.9940721909932,0.0,0.0
t109,763.9940721909932,0.0,0.0
t110,763.9940721909932,0.0,0.0
t111,763.9940721909932,0.0,0.0
t112,763.9940721909932,0.0,0.0
t113,869.9182014705161,0.0,0.0
t114,2452.4318231090347,0.0,0.0
t115,2083.7891417043365,0.0,0.0
t116,606.0286439148338,0.0,0.0
t117,316.6182918175806,0.0,0.0
t118,316.6182918175806,0.0,0.0
t119,249.3720840019785,0.0,0.0
t120,0.0,0.0,0.0
t121,0.0,0.0,0.0
t122,0.0,0.0,0.0
t123,0.0,0.0,0.0
t124,0.0,0.0,0.0
t125,0.0,0.0,0.0
t126,0.0,0.0,0.0
t127,0.0,0.0,0.0
t128,0.0,0.0,0.0
t129,0.0,0.0,0.0
t130,0.0,0.0,0.0
t131,0.0,0.0,0.0
t132,0.0,0.0,0.0
t133,0.0,0.0,0.0
t134,0.0,0.0,0.0
t135,0.0,0.0,0.0
t136,0.0,0.0,0.0
t137,0.0,0.0,0.0
t138,0.0,0.0,0.0
t139,0.0,0.0,0.0
t140,0.0,0.0,0.0
t141,0.0,0.0,0.0
t142,0.0,0.0,0.0
t143,0.0,0.0,0.0
t144,0.0,0.0,0.0
t145,0.0,0.0,0.0
t146,0.0,0.0,0.0
t147,0.0,0.0,0.0
t148,0.0,0.0,0.0
t149,0.0,0.0,0.0
t150,0.0,0.0,0.0
t151,0.0,0.0,0.0
t152,0.0,0.0,0.0
t153,0.0,0.0,0.0
t154,0.0,0.0,0.0
t155,0.0,0.0,0.0
t156,0.0,0.0,0.0
t157,0.0,0.0,0.0
t158,0.0,0.0,0.0
t159,0.0,0.0,0.0
t160,0.0,0.0,0.0
t161,0.0,0.0,0.0
t162,0.0,0.0,0.0
t163,0.0,0.0,0.0
t164,0.0,0.0,0.0
t165,0.0,0.0,0.0
t166,0.0,0.0,0.0
t167,0.0,0.0,0.0
t168,0.0,0.0,0.0
t169,0.0,0.0,0.0
t170,0.0,0.0,0.0
t171,0.0,0.0,0.0
t172,0.0,0.0,0.0
t173,0.0,0.0,0.0
t174,0.0,0.0,0.0
t175,0.0,0.0,0.0
t176,0.0,0.0,0.0
t177,0.0,0.0,0.0
t178,0.0,0.0,0.0
t179,0.0,0.0,0.0
t180,0.0,0.0,0.0
t181,0.0,0.0,0.0
t182,0.0,0.0,0.0
t183,0.0,0.0,0.0
t184,0.0,0.0,0.0
t185,0.0,0.0,0.0
t186,1726.5254664343233,0.0,0.0
t187,3233.8230130777033,0.0,0.0
t188,1528.2671060112932,0.0,0.0
t189,1424.9159132656796,0.0,0.0
t190,1424.9159132656796,0.0,0.0
t191,1424.9159132656796,0.0,0.0
t192,328.8267492151568,0.0,0.0
t193,0.0,0.0,0.0
t194,0.0,0.0,0.0
t195,0.0,0.0,0.0
t196,0.0,0.0,0.0
t197,0.0,0.0,0.0
t198,0.0,0.0,0.0
t199,0.0,0.0,0.0
t200,0.0,0.0,0.0
t201,0.0,0.0,0.0
t202,0.0,0.0,0.0
t203,0.0,0.0,0.0
t204,0.0,0.0,0.0
t205,0.0,0.0,0.0
t206,0.0,0.0,0.0
t207,0.0,0.0,0.0
t208,0.0,0.0,0.0
t209,0.0,0.0,0.0
t210,1752.0672032946004,0.0,0.0
t211,3281.663290014552,0.0,0.0
t212,1445.995722403866,0.0,0.0
t213,1445.995722403866,0.0,0.0
t214,1445.995722403866,0.0,0.0
t215,1445.995722403866,0.0,0.0
t216,333.6913205547382,0.0,0.0
t217,333.6913205547382,0.0,0.0
t218,333.6913205547382,0.0,0.0
t219,333.6913205547382,0.0,0.0
t220,333.6913205547382,0.0,0.0
t221,333.6913205547382,0.0,0.0
t222,333.6913205547382,0.0,0.0
t223,380.57248023960665,0.0,0.0
t224,1149.7783857737347,0.0,0.0
t225,476.3245020471354,0.0,0.0
t226,476.3245020471354,0.0,0.0
t227,476.3245020471354,0.0,0.0
t228,476.3245020471354,0.0,0.0
t229,476.3245020471354,0.0,0.0
t230,476.3245020471354,0.0,0.0
t231,476.3245020471354,0.0,0.0
t232,476.3245020471354,0.0,0.0
t233,476.3245020471356,0.0,0.0
t234,476.3245020471356,0.0,0.0
t235,1017.7873975366147,0.0,0.0
t236,366.4034631131813,0.0,0.0
t237,0.0,0.0,0.0
t238,0.0,0.0,0.0
t239,0.0,0.0,0.0
t240,0.0,0.0,0.0
t241,0.0,0.0,0.0
t242,0.0,0.0,0.0
t243,0.0,0.0,0.0
t244,0.0,0.0,0.0
t245,0.0,0.0,0.0
t246,0.0,0.0,0.0
t247,0.0,0.0,0.0
t248,0.0,0.0,0.0
t249,0.0,0.0,0.0
t250,0.0,0.0,0.0
t251,0.0,0.0,0.0
t252,0.0,0.0,0.0
t253,0.0,0.0,0.0
t254,0.0,0.0,0.0
t255,0.0,0.0,0.0
t256,0.0,0.0,0.0
t257,10.972140652072746,1745.6973388794013,0.0
t258,20.55107881882377,2723.826492992053,0.0
t259,19.34914419641594,980.5775374771389,0.0
t260,9.055399483922097,920.6533546313138,0.0
t261,9.055399483922097,920.6533546313138,0.0
t262,9.055399483922097,920.6533546313138,0.0
t263,2.0897075732127908,0.0,0.0
t264,0.0,0.0,0.0
t265,0.0,0.0,0.0
t266,0.0,0.0,0.0
t267,0.0,0.0,0.0
t268,0.0,0.0,0.0
t269,0.0,0.0,0.0
t270,0.0,0.0,0.0
t271,0.0,0.0,0.0
t272,0.0,0.0,0.0
t273,0.0,0.0,0.0
t274,0.0,0.0,0.0
t275,0.0,0.0,0.0
t276,0.0,0.0,0.0
t277,0.0,0.0,0.0
t278,0.0,0.0,0.0
t279,0.0,0.0,0.0
t280,0.0,0.0,0.0
t281,0.0,0.0,0.0
t282,296.49997515380915,0.0,0.0
t283,402.2089255524322,0.0,0.0
t284,188.2337771585379,0.0,0.0
t285,188.2337771585379,0.0,0.0
t286,188.2337771585379,0.0,0.0
t287,188.2337771585379,0.0,0.0
t288,0.0,0.0,0.0
t289,0.0,0.0,0.0
t290,0.0,0.0,0.0
t291,0.0,0.0,0.0
t292,0.0,0.0,0.0
t293,0.0,0.0,0.0
t294,0.0,0.0,0.0
t295,0.0,0.0,0.0
t296,0.0,0.0,0.0
t297,0.0,0.0,0.0
t298,0.0,0.0,0.0
t299,0.0,0.0,0.0
t300,0.0,0.0,0.0
t301,0.0,0.0,0.0
t302,0.0,0.0,0.0
t303,0.0,0.0,0.0
t304,0.0,0.0,0.0
t305,0.0,0.0,0.0
t306,0.0,0.0,0.0
t307,0.0,0.0,0.0
t308,0.0,0.0,0.0
t309,0.0,0.0,0.0
t310,0.0,0.0,0.0
t311,0.0,0.0,0.0
t312,0.0,0.0,0.0
t313,0.0,0.0,0.0
t314,0.0,0.0,0.0
t315,0.0,0.0,0.0
t316,0.0,0.0,0.0
t317,0.0,0.0,0.0
t318,0.0,0.0,0.0
t319,0.0,0.0,0.0
t320,0.0,0.0,0.0
t321,0.0,0.0,0.0
t322,0.0,0.0,0.0
t323,0.0,0.0,0.0
t324,0.0,0.0,0.0
t325,0.0,0.0,0.0
t326,0.0,0.0,0.0
t327,0.0,0.0,0.0
t328,0.0,0.0,0.0
t329,0.0,0.0,0.0
t330,0.0,0.0,0.0
t331,0.0,0.0,0.0
t332,0.0,0.0,0.0
t333,0.0,0.0,0.0
t334,0.0,0.0,0.0
t335,0.0,0.0,0.0
t336,0.0,0.0,0.0
t337,0.0,0.0,0.0
t338,0.0,0.0,0.0
t339,0.0,0.0,0.0
t340,0.0,0.0,0.0
t341,0.0,0.0,0.0
t342,0.0,0.0,0.0
t343,0.0,0.0,0.0
t344,0.0,0.0,0.0
t345,0.0,0.0,0.0
t346,0.0,0.0,0.0
t347,0.0,0.0,0.0
t348,0.0,0.0,0.0
t349,0.0,0.0,0.0
t350,0.0,0.0,0.0
t351,0.0,0.0,0.0
t352,0.0,0.0,0.0
t353,0.0,0.0,0.0
t354,0.0,0.0,0.0
t355,0.0,0.0,0.0
t356,0.0,0.0,0.0
t357,0.0,0.0,0.0
t358,0.0,0.0,0.0
t359,0.0,0.0,0.0
t360,0.0,0.0,0.0
t361,0.0,0.0,0.0
t362,0.0,0.0,0.0
t363,0.0,0.0,0.0
t364,0.0,0.0,0.0
t365,0.0,0.0,0.0
t366,0.0,0.0,0.0
t367,0.0,0.0,0.0
t368,0.0,0.0,0.0
t369,0.0,0.0,0.0
t370,0.0,0.0,0.0
t371,0.0,0.0,0.0
t372,0.0,0.0,0.0
t373,0.0,0.0,0.0
t374,0.0,0.0,0.0
t375,0.0,0.0,0.0
t376,0.0,0.0,0.0
t377,0.0,0.0,0.0
t378,0.0,0.0,0.0
t379,0.0,0.0,0.0
t380,0.0,0.0,0.0
t381,0.0,0.0,0.0
t382,0.0,0.0,0.0
t383,0.0,0.0,0.0
t384,0.0,0.0,0.0
t385,0.0,0.0,0.0
t386,0.0,0.0,0.0
t387,0.0,0.0,0.0
t388,0.0,0.0,0.0
t389,0.0,0.0,0.0
t390,0.0,0.0,0.0
t391,0.0,0.0,0.0
t392,0.0,0.0,0.0
t393,0.0,0.0,0.0
t394,0.0,0.0,0.0
t395,0.0,0.0,0.0
t396,0.0,0.0,0.0
t397,0.0,0.0,0.0
t398,0.0,0.0,0.0
t399,0.0,0.0,0.0
t400,0.0,0.0,0.0
t401,0.0,0.0,0.0
t402,0.0,0.0,0.0
t403,0.0,0.0,0.0
t404,0.0,0.0,0.0
t405,0.0,0.0,0.0
t406,0.0,0.0,0.0
t407,0.0,0.0,0.0
t408,0.0,0.0,0.0
t409,0.0,0.0,0.0
t410,0.0,0.0,0.0
t411,0.0,0.0,0.0
t412,0.0,0.0,0.0
t413,0.0,0.0,0.0
t414,0.0,0.0,0.0
t415,0.0,0.0,0.0
t416,0.0,0.0,0.0
t417,0.0,0.0,0.0
t418,0.0,0.0,0.0
t419,0.0,0.0,0.0
t420,0.0,0.0,0.0
t421,0.0,0.0,0.0
t422,0.0,0.0,0.0
t423,0.0,0.0,0.0
t424,0.0,0.0,0.0
t425,0.0,0.0,0.0
t426,0.0,0.0,0.0
t427,0.0,0.0,0.0
t428,0.0,0.0,0.0
t429,0.0,0.0,0.0
t430,0.0,0.0,0.0
t431,0.0,0.0,0.0
t432,0.0,0.0,0.0
t433,0.0,0.0,0.0
t434,0.0,0.0,0.0
t435,0.0,0.0,0.0
t436,0.0,0.0,0.0
t437,0.0,0.0,0.0
t438,0.0,0.0,0.0
t439,0.0,0.0,0.0
t440,0.0,0.0,0.0
t441,0.0,0.0,0.0
t442,0.0,0.0,0.0
t443,0.0,0.0,0.0
t444,0.0,0.0,0.0
t445,0.0,0.0,0.0
t446,0.0,0.0,0.0
t447,0.0,0.0,0.0
t448,0.0,0.0,0.0
t449,0.0,0.0,0.0
t450,0.0,0.0,0.0
t451,0.0,0.0,0.0
t452,0.0,0.0,0.0
t453,0.0,0.0,0.0
t454,0.0,0.0,0.0
t455,0.0,0.0,0.0
t456,0.0,0.0,0.0
t457,0.0,0.0,0.0
t458,0.0,0.0,0.0
t459,0.0,0.0,0.0
t460,0.0,0.0,0.0
t461,0.0,0.0,0.0
t462,0.0,0.0,0.0
t463,0.0,0.0,0.0
t464,0.0,0.0,0.0
t465,0.0,0.0,0.0
t466,0.0,0.0,0.0
t467,0.0,0.0,0.0
t468,0.0,0.0,0.0
t469,0.0,0.0,0.0
t470,0.0,0.0,0.0
t471,0.0,0.0,0.0
t472,0.0,0.0,0.0
t473,0.0,0.0,0.0
t474,0.0,0.0,0.0
t475,0.0,0.0,0.0
t476,0.0,0.0,0.0
t477,0.0,0.0,0.0
t478,0.0,0.0,0.0
t479,0.0,0.0,0.0
t480,0.0,0.0,0.0
t481,0.0,0.0,0.0
t482,0.0,0.0,0.0
t483,0.0,0.0,0.0
t484,0.0,0.0,0.0
t485,0.0,0.0,0.0
t486,0.0,0.0,0.0
t487,0.0,0.0,0.0
t488,0.0,0.0,0.0
t489,0.0,0.0,0.0
t490,0.0,0.0,0.0
t491,0.0,0.0,0.0
t492,0.0,0.0,0.0
t493,0.0,0.0,0.0
t494,0.0,0.0,0.0
t495,0.0,0.0,0.0
t496,0.0,0.0,0.0
t497,0.0,0.0,0.0
t498,0.0,0.0,0.0
t499,0.0,0.0,0.0
t500,0.0,0.0,0.0
t501,0.0,0.0,0.0
t502,0.0,0.0,0.0
t503,0.0,0.0,0.0
t504,0.0,0.0,0.0
t505,0.0,0.0,0.0
t506,0.0,0.0,0.0
t507,0.0,0.0,0.0
t508,0.0,0.0,0.0
t509,0.0,0.0,0.0
t510,0.0,0.0,0.0
t511,0.0,0.0,0.0
t512,0.0,0.0,0.0
t513,0.0,0.0,0.0
t514,0.0,0.0,0.0
t515,0.0,0.0,0.0
t516,0.0,0.0,0.0
t517,0.0,0.0,0.0
t518,0.0,0.0,0.0
t519,0.0,0.0,0.0
t520,0.0,0.0,0.0
t521,0.0,0.0,0.0
t522,0.0,0.0,0.0
t523,0.0,0.0,0.0
t524,0.0,0.0,0.0
t525,0.0,0.0,0.0
t526,0.0,0.0,0.0
t527,0.0,0.0,0.0
t528,0.0,0.0,0.0
t529,0.0,0.0,0.0
t530,0.0,0.0,0.0
t531,0.0,0.0,0.0
t532,0.0,0.0,0.0
t533,0.0,0.0,0.0
t534,0.0,0.0,0.0
t535,0.0,0.0,0.0
t536,0.0,0.0,0.0
t537,0.0,0.0,0.0
t538,0.0,0.0,0.0
t539,0.0,0.0,0.0
t540,0.0,0.0,0.0
t541,0.0,0.0,0.0
t542,0.0,0.0,0.0
t543,0.0,0.0,0.0
t544,0.0,0.0,0.0
t545,0.0,0.0,0.0
t546,0.0,0.0,0.0
t547,0.0,0.0,0.0
t548,0.0,0.0,0.0
t549,0.0,0.0,0.0
t550,0.0,0.0,0.0
t551,0.0,0.0,0.0
t552,0.0,0.0,0.0
t553,0.0,0.0,0.0
t554,0.0,0.0,0.0
t555,0.0,0.0,0.0
t556,0.0,0.0,0.0
t557,0.0,0.0,0.0
t558,0.0,0.0,0.0
t559,0.0,0.0,0.0
t560,0.0,0.0,0.0
t561,0.0,0.0,0.0
t562,0.0,0.0,0.0
t563,0.0,0.0,0.0
t564,0.0,0.0,0.0
t565,0.0,0.0,0.0
t566,0.0,0.0,0.0
t567,0.0,0.0,0.0
t568,0.0,0.0,0.0
t569,0.0,0.0,0.0
t570,0.0,0.0,0.0
t571,0.0,0.0,0.0
t572,0.0,0.0,0.0
t573,0.0,0.0,0.0
t574,0.0,0.0,0.0
t575,0.0,0.0,0.0
t576,0.0,0.0,0.0
t577,0.0,0.0,0.0
t578,0.0,0.0,0.0
t579,0.0,0.0,0.0
t580,0.0,0.0,0.0
t581,0.0,0.0,0.0
t582,0.0,0.0,0.0
t583,0.0,0.0,0.0
t584,0.0,0.0,0.0
t585,0.0,0.0,0.0
t586,0.0,0.0,0.0
t587,0.0,0.0,0.0
t588,0.0,0.0,0.0
t589,0.0,0.0,0.0
t590,0.0,0.0,0.0
t591,0.0,0.0,0.0
t592,0.0,0.0,0.0
t593,0.0,0.0,0.0
t594,0.0,0.0,0.0
t595,0.0,0.0,0.0
t596,0.0,0.0,0.0
t597,0.0,0.0,0.0
t598,0.0,0.0,0.0
t599,0.0,0.0,0.0
t600,0.0,0.0,0.0
t601,0.0,0.0,0.0
t602,0.0,0.0,0.0
t603,0.0,0.0,0.0
t604,0.0,0.0,0.0
t605,0.0,0.0,0.0
t606,0.0,0.0,0.0
t607,0.0,0.0,0.0
t608,0.0,0.0,0.0
t609,0.0,0.0,0.0
t610,0.0,0.0,0.0
t611,0.0,0.0,0.0
t612,0.0,0.0,0.0
t613,0.0,0.0,0.0
t614,0.0,0.0,0.0
t615,0.0,0.0,0.0
t616,0.0,0.0,0.0
t617,0.0,0.0,0.0
t618,0.0,0.0,0.0
t619,0.0,0.0,0.0
t620,0.0,0.0,0.0
t621,0.0,0.0,0.0
t622,0.0,0.0,0.0
t623,0.0,0.0,0.0
t624,0.0,0.0,0.0
t625,0.0,0.0,0.0
t626,0.0,0.0,0.0
t627,0.0,0.0,0.0
t628,0.0,0.0,0.0
t629,0.0,0.0,0.0
t630,0.0,0.0,0.0
t631,0.0,0.0,0.0
t632,0.0,0.0,0.0
t633,0.0,0.0,0.0
t634,0.0,0.0,0.0
t635,0.0,0.0,0.0
t636,0.0,0.0,0.0
t637,0.0,0.0,0.0
t638,0.0,0.0,0.0
t639,0.0,0.0,0.0
t640,0.0,0.0,0.0
t641,0.0,0.0,0.0
t642,0.0,0.0,0.0
t643,0.0,0.0,0.0
t644,0.0,0.0,0.0
t645,0.0,0.0,0.0
t646,0.0,0.0,0.0
t647,0.0,0.0,0.0
t648,0.0,0.0,0.0
t649,0.0,0.0,0.0
t650,0.0,0.0,0.0
t651,0.0,0.0,0.0
t652,0.0,0.0,0.0
t653,0.0,0.0,0.0
t654,0.0,0.0,0.0
t655,0.0,0.0,0.0
t656,0.0,0.0,0.0
t657,0.0,0.0,0.0
t658,0.0,0.0,0.0
t659,0.0,0.0,0.0
t660,0.0,0.0,0.0
t661,0.0,0.0,0.0
t662,0.0,0.0,0.0
t663,0.0,0.0,0.0
t664,0.0,0.0,0.0
t665,0.0,0.0,0.0
t666,0.0,0.0,0.0
t667,0.0,0.0,0.0
t668,0.0,0.0,0.0
t669,0.0,0.0,0.0
t670,0.0,0.0,0.0
t671,0.0,0.0,0.0
t672,0.0,0.0,0.0
t673,0.0,3204.0,0.0
t674,0.0,3008.2,0.0
t675,0.0,3008.2,0.0
t676,0.0,3008.2,0.0
t677,0.0,3008.2,0.0
t678,0.0,3008.2,0.0
t679,0.0,3008.2,0.0
t680,0.0,3008.2,0.0
t681,0.0,3008.2,0.0
t682,0.0,3008.2,0.0
t683,0.0,3008.2,0.0
t684,0.0,3008.2,0.0
t685,0.0,3008.2,0.0
t686,0.0,3008.2,0.0
t687,0.0,3008.2,0.0
t688,0.0,3008.2,0.0
t689,0.0,3008.2,0.0
t690,0.0,3008.2,0.0
t691,0.0,3008.2,0.0
t692,0.0,3008.2,0.0
t693,0.0,3008.2,0.0
t694,0.0,3008.2,0.0
t695,0.0,3008.2,0.0
t696,0.0,3008.2,0.0
t697,0.0,3008.2,0.0
t698,0.0,3008.2,0.0
t699,0.0,3008.2,0.0
t700,0.0,3008.2,0.0
t701,0.0,3008.2,0.0
t702,0.0,3008.2,0.0
t703,0.0,3008.2,0.0
t704,0.0,3008.2,0.0
t705,0.0,3008.2,0.0
t706,0.0,3008.2,0.0
t707,0.0,3008.2,0.0
t708,0.0,3008.2,0.0
t709,0.0,3008.2,0.0
t710,0.0,3008.2,0.0
t711,0.0,3008.2,0.0
t712,0.0,3008.2,0.0
t713,0.0,3008.2,0.0
t714,0.0,8704.2,0.0
t715,0.0,8900.0,0.0
t716,0.0,8900.0,0.0
t717,0.0,8900.0,0.0
t718,0.0,8900.0,0.0
t719,0.0,8900.0,0.0
t720,0.0,8900.0,0.0
t721,0.0,8900.0,0.0
t722,0.0,8900.0,0.0
t723,0.0,8900.0,0.0
t724,0.0,8900.0,0.0
t725,0.0,8900.0,0.0
t726,0.0,8900.0,0.0
t727,0.0,8900.0,0.0
t728,0.0,8900.0,0.0
t729,0.0,8704.2,0.0
t730,0.0,3008.2,0.0
t731,0.0,3008.2,0.0
t732,0.0,3008.2,0.0
t733,0.0,3008.2,0.0
t734,0.0,3008.2,0.0
t735,0.0,3008.2,0.0
t736,0.0,8704.2,0.0
t737,0.0,8900.0,0.0
t738,0.0,8900.0,0.0
t739,0.0,8900.0,0.0
t740,0.0,8900.0,0.0
t741,0.0,8900.0,0.0
t742,0.0,8900.0,0.0
t743,0.0,8900.0,0.0
t744,0.0,8900.0,0.0
t745,0.0,8900.0,0.0
t746,0.0,8900.0,0.0
t747,0.0,8900.0,0.0
t748,0.0,8900.0,0.0
t749,0.0,8900.0,0.0
t750,0.0,8900.0,0.0
t751,0.0,8900.0,0.0
t752,0.0,8900.0,0.0
t753,0.0,8704.2,0.0
t754,0.0,3008.2,0.0
t755,0.0,3008.2,0.0
t756,0.0,3008.2,0.0
t757,0.0,3008.2,0.0
t758,0.0,3008.2,0.0
t759,0.0,3008.2,0.0
t760,0.0,5975.12711841944,0.0
t761,0.0,8900.0,0.0
t762,0.0,8900.0,0.0
t763,0.0,8900.0,0.0
t764,0.0,8900.0,0.0
t765,0.0,8900.0,0.0
t766,0.0,8900.0,0.0
t767,0.0,8900.0,0.0
t768,0.0,8900.0,0.0
t769,0.0,8900.0,0.0
t770,0.0,8900.0,0.0
t771,0.0,8900.0,0.0
t772,0.0,8900.0,0.0
t773,0.0,8900.0,0.0
t774,0.0,8900.0,0.0
t775,0.0,8900.0,0.0
t776,0.0,8900.0,0.0
t777,0.0,8704.2,0.0
t778,0.0,3008.2,0.0
t779,0.0,3008.2,0.0
t780,0.0,3008.2,0.0
t781,0.0,3008.2,0.0
t782,0.0,3008.2,0.0
t783,0.0,3008.2,0.0
t784,0.0,3008.2,0.0
t785,0.0,3008.2,0.0
t786,0.0,4721.673092201424,0.0
t787,0.0,8900.0,0.0
t788,0.0,5857.5097423217885,0.0
t789,0.0,3206.258986251408,0.0
t790,0.0,8900.0,0.0
t791,0.0,8900.0,0.0
t792,0.0,7550.06191197974,0.0
t793,0.0,3008.2,0.0
t794,0.0,3008.2,0.0
t795,0.0,3008.2,0.0
t796,0.0,3008.2,0.0
t797,0.0,3008.2,0.0
t798,0.0,3008.2,0.0
t799,0.0,6071.2744317757515,0.0
t800,0.0,3008.2,0.0
t801,0.0,3008.2,0.0
t802,0.0,3008.2,0.0
t803,0.0,3008.2,0.0
t804,0.0,3008.2,0.0
t805,0.0,3008.2,0.0
t806,0.0,3008.2,0.0
t807,0.0,3008.2,0.0
t808,0.0,3008.2,0.0
t809,0.0,3008.2,0.0
t810,0.0,5587.595249778921,0.0
t811,0.0,8900.0,0.0
t812,0.0,8900.0,0.0
t813,0.0,8900.0,0.0
t814,0.0,8900.0,0.0
t815,0.0,8900.0,0.0
t816,0.0,8900.0,0.0
t817,0.0,8900.0,0.0
t818,0.0,8900.0,0.0
t819,0.0,8900.0,0.0
t820,0.0,8900.0,0.0
t821,0.0,8900.0,0.0
t822,0.0,8900.0,0.0
t823,0.0,8900.0,0.0
t824,0.0,8704.2,0.0
t825,0.0,3008.2,0.0
t826,0.0,3008.2,0.0
t827,0.0,3008.2,0.0
t828,0.0,3008.2,0.0
t829,0.0,3008.2,0.0
t830,0.0,3008.2,0.0
t831,0.0,3008.2,0.0
t832,0.0,3008.2,0.0
t833,0.0,3264.4059986676425,0.0
t834,0.0,8900.0,0.0
t835,0.0,6704.394196456478,0.0
t836,0.0,8900.0,0.0
t837,0.0,8900.0,0.0
t838,0.0,8900.0,0.0
t839,0.0,8900.0,0.0
t840,0.0,8900.0,0.0
t841,4467.743247890108,8900.0,0.0
t842,4467.743247890108,8900.0,0.0
t843,4467.743247890108,8900.0,0.0
t844,4467.743247890108,8900.0,0.0
t845,4467.743247890108,8900.0,0.0
t846,4467.743247890108,6553.951825158099,0.0
t847,4467.743247890108,8900.0,0.0
t848,4467.743247890108,8900.0,0.0
t849,4467.743247890108,7203.64652134233,0.0
t850,4467.743247890108,3008.2,0.0
t851,4467.743247890108,3008.2,0.0
t852,4467.743247890108,3008.2,0.0
t853,4467.743247890108,3008.2,0.0
t854,4467.743247890108,3008.2,0.0
t855,4467.743247890108,3008.2,0.0
t856,4467.743247890108,3008.2,0.0
t857,4467.743247890108,3204.0,0.0
t858,4467.743247890108,8900.0,0.0
t859,4467.743247890108,8900.0,0.0
t860,4467.743247890108,3204.0,0.0
t861,4467.743247890108,8900.0,0.0
t862,4467.743247890108,8900.0,0.0
t863,4467.743247890108,8900.0,0.0
t864,4467.743247890108,8900.0,0.0
t865,4467.743247890108,8900.0,0.0
t866,4467.743247890108,8900.0,0.0
t867,4467.743247890108,3204.0,0.0
t868,4467.743247890108,8900.0,0.0
t869,4467.743247890108,8900.0,0.0
t870,4467.743247890108,8900.0,0.0
t871,4467.743247890108,8900.0,0.0
t872,4467.743247890108,8900.0,0.0
